Job_Name,Company,Loaction,Job_type,Employees,Followers,Applicant,Industry,Invovlement,Job_Desception,skills
Client Servicing,Next Labs,"Bengaluru, Karnataka, India",On-site,11-50 employees,60 on LinkedIn,67 applicants,Internet 11-50 employees 60 on LinkedIn,Full-time,"['Please read the description carefully', '', '', '', '', '', '', '', '', '', '', '']",Business ReviewsAddClient BillingAddClient PresentationAddClient ServicesAddCommunicationAddCustomer ExperienceAddData AnalyticsAddDigital MarketingAddKey MetricsAddPresentationsAdd
Executive - Legal,The Phoenix Mills Ltd.,"Pune, Maharashtra, India",On-site,"501-1,000 employees",901 on LinkedIn,Over 200 applicants,"Real Estate 501-1,000 employees 901 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",CommunicationAddExternal AgenciesAddLawAddLegal AdviceAddLegal AssistanceAddLegal ComplianceAddLegal IssuesAddLegal WritingAddStamp DutyAddStatutoryAdd
Business Analyst Senior,Jobs for Humanity,"Hyderabad, Telangana, India",On-site,11-50 employees,32 on LinkedIn,10 applicants,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Analytical SkillsAddBusiness AnalysisAddBusiness ProcessAddBusiness RequirementsAddComputer ScienceAddFinancial AnalysisAddNegotiationAddProblem SolvingAddQuantitative AnalyticsAddRatiosAdd
Human Resource Recruiter,HOPS HEALTHCARE,"Ahmedabad, Gujarat, India",Hybrid,51-200 employees,108 on LinkedIn,23 applicants,"Health, Wellness & Fitness 51-200 employees 108 on LinkedIn","₹250,000/yr - ₹350,000/yr · Full-time · Mid-Senior level","['Develop and implement recruitment strategies to attract top talent for open positions.', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Applicant Tracking SystemsAddAttention to DetailAddCommunicationAddHuman Resources (HR)AddInterpersonal SkillsAddInterviewingAddOrganization SkillsAddRecruitingAddScreening ResumesAddSocial MediaAdd
Data Administrator,Genius Consultants Limited,"Bankura, West Bengal, India",On-site,201-500 employees,"1,502 on LinkedIn",2 applicants,"Staffing & Recruiting 201-500 employees 1,502 on LinkedIn",Full-time · Entry level,"['', '', '']",CommunicationAddDCLAddDDLAddDQLAddDatabase AdministrationAddDatabasesAddProblem SolvingAddProcedure CreationAddSQLAddTCLAdd
Business Development Executive,Mentogram,"Hyderabad, Telangana, India",Hybrid,11-50 employees,12 on LinkedIn,Null,E-learning 11-50 employees 12 on LinkedIn,Full-time · Mid-Senior level,"['This role is based in Hyderabad, Telangana, only candidates currently residing in Hyderabad, Telangana will be considered**', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Business DevelopmentAddCommunicationAddCompetitive AdvantageAddDeal ClosureAddLead GenerationAddManage Complex ProjectsAddNegotiationAddOrganization SkillsAddSalesAddSales ManagementAdd
Store leader,Sangeetha Mobiles Pvt Ltd,"Bengaluru, Karnataka, India",On-site,"1,001-5,000 employees","1,365 on LinkedIn",15 applicants,"Telecommunications 1,001-5,000 employees 1,365 on LinkedIn","₹100,000/yr - ₹310,000/yr · Full-time · Mid-Senior level","['Store ManagerStore should be opened on time and should be clean and well maintainedShould talk to the team everyday target vs achievement, backlog, product wiseShould give everyday stock report with IMEI nos with ageing to all staff & promotersShould give every week non-moving stock report to all staff& promoters with a deadline to liquidate.Should file all bank deposit challan and charge slipShould maintain inward stock register in separate file.Should ensure that all counters should have price listShould ensure that the entire team is aware of the current offersShould maintain register/ books and display required abstract as per the company normsShould check every previous day sales return handset has been sent to service go-downStore Manager and team should maintain the grooming standardsShould ensure all the customers are greeted and delighted with our service']",AbstractionAddCustomer ExperienceAddCustomer SatisfactionAddDriving ResultsAddInventory ControlAddInventory ManagementAddRetailAddRetail SalesAddStore ManagementAddTeam LeadershipAdd
Senior Data Engineer,Accellor,"Hyderabad, Telangana, India",On-site,201-500 employees,228 on LinkedIn,105 applicants,Information Technology & Services 201-500 employees 228 on LinkedIn,Full-time,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Amazon RedshiftAddApache SparkAddBig DataAddCommunicationAddData ArchitectureAddData EngineeringAddData ModelingAddData ModelsAddData QualityAddDatabasesAdd
Data Administrator,Genius Consultants Limited,"Siliguri, West Bengal, India",On-site,201-500 employees,"1,502 on LinkedIn",2 applicants,"Staffing & Recruiting 201-500 employees 1,502 on LinkedIn",Full-time · Entry level,"['', '', '']",CommunicationAddDCLAddDDLAddDQLAddDatabase AdministrationAddDatabasesAddProblem SolvingAddProcedure CreationAddSQLAddTCLAdd
"Accounting (Reconciliation, Insurance process)_0-3 Yrs_Pune/Bangalore_Night Shift (Open)",Jobs for Humanity,"Bengaluru, Karnataka, India",On-site,11-50 employees,32 on LinkedIn,8 applicants,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '']",Account ReconciliationAddAccounts Receivable (AR)AddArticulationAddAttention to DetailAddBusiness ManagementAddBusiness RequirementsAddCommunicationAddCustomer RequirementsAddGeneral LedgersAddWritten CommunicationAdd
SDE- Android,Upstox,"Mumbai, Maharashtra, India",On-site,"501-1,000 employees","1,627 on LinkedIn",98 applicants,"Financial Services 501-1,000 employees 1,627 on LinkedIn",Full-time · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",AndroidAddAndroid DevelopmentAddAttention to DetailAddBack-End Web DevelopmentAddComputer ScienceAddFlutterAddKotlinAddMobile Application DevelopmentAddiOSAddiOS DevelopmentAdd
CIEL/STF/23844: IT Asset Manager,CIEL HR,"Mumbai, Maharashtra, India",Hybrid,"501-1,000 employees","1,226 on LinkedIn",11 applicants,"Human Resources 501-1,000 employees 1,226 on LinkedIn",Full-time · Mid-Senior level,"['Job Profile: IT Asset ManagementJob Location: Kasarwadavali GB Road, Thane - WJob Type: C2HIT is a leading global information technology, consulting and business process services company. We harness the power of cognitive computing, hyper-automation, robotics, cloud, analytics and emerging technologies to help our clients adapt to the digital world and make them successful. A company recognized globally for its comprehensive portfolio of services, strong commitment to sustainability and good corporate citizenship, we have over 220,000 dedicated employees serving clients across six continents. Together, we discover ideas and connect the dots to build a better and a bold new future.Maintaining the end user IT Asset ( Desktop, laptop, printer, scanner) life cycle through IMAC processPAV - Physical Asset VerificationKnowledge of IMAC ProcessKnowledge of BMC ToolMaintaining the inventory of DC assets ( Servers, VMs, Router, Switches, UPS, Mail boxes)Maintaining the end user asset life cycle through IMAC processDC asset lifecycle through change requestIMAC check list : Verify the compliance SCCM console and all in use assets are reflecting in SCCM console.IMAC check list : Share discrepancy report with compliance team so that assets not reflecting in SCCM console can be checked remotely or physicallyIMAC check list : Verify compliance at BMC console (Asset management tool). Share discrepancy report with end user and DC team.IMAC check list : Verify compliance at McAfee and Symantec console. all in use assets are reflecting in antivirus console.IMAC check list : Share discrepancy report with respective team so that assets not reflecting in antivirus console can be checked remotely or physicallyShare monthly MIS with customerGenerate quarterly asset inventory report for ARC/RRC calculation. All in-use assets should be reflected in SCCM, BMC tool and Antivirus console.Periodic data upload in BMC toolPhysical Asset Verification once in a yearEmail response within TATAchieving SLA for IMAC callsCIEL is a new-age HR Firm, offers Talent Acquisition solutions to its clients leveraging on technology and analytics framework.Having pioneered several vistas in HR since 1992, the Founders of Ma Foi diversified successfully into the areas of Analytics and Strategy consulting.The founders along with industry veterans have started their 2nd venture in the HR services market to bring new meanings to the industry through""Ciel HR Services"" strongly anchored on technology and Analytics.If interested kindly share your updated resume to sonali.s@cielhr.com']",Asset ManagementAddConsoleAddIT Asset ManagementAddManagement Information Systems (MIS)AddMcAfeeAddMicrosoft Endpoint Configuration ManagerAddOpenVMS (VMS)AddRRCAddService-Level Agreements (SLA)AddSoftware Asset ManagementAdd
Client Acquisition Internship in Bangalore at DB Productions,db Productions,"Bengaluru, Karnataka, India",Full-time · Internship,11-50 employees,9 on LinkedIn,Null,Marketing & Advertising 11-50 employees 9 on LinkedIn,Full-time · Internship,"['', '', '', '', '', '', '', '', '', '', '']",Analytical SkillsAddBusiness CommunicationsAddCommunicationAddCreative Problem SolvingAddCustomer AcquisitionAddEnglishAddMicrosoft ExcelAddNegotiationAddResearchAddTeamworkAdd
Associate,PwC,Greater Kolkata Area,On-site,"10,001+ employees","268,239 on LinkedIn",14 applicants,"Accounting 10,001+ employees 268,239 on LinkedIn",Full-time · Associate,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Flow DiagramsAddIntegration TestingAddPurchase OrdersAddResolving IssuesAddSQL 2008AddSQL Server Reporting Services (SSRS)AddSystem ConfigurationAddSystem TestingAddWindows ServerAddWorkflow AnalysisAdd
Data Administrator,Genius Consultants Limited,"Asansol, West Bengal, India",On-site,201-500 employees,"1,502 on LinkedIn",3 applicants,"Staffing & Recruiting 201-500 employees 1,502 on LinkedIn",Full-time · Entry level,"['', '', '']",CommunicationAddDCLAddDDLAddDQLAddDatabase AdministrationAddDatabasesAddProblem SolvingAddProcedure CreationAddSQLAddTCLAdd
Manager - Mobile App Marketing,ConsultBae,"Delhi, Delhi, India",On-site,51-200 employees,57 on LinkedIn,9 applicants,Staffing & Recruiting 51-200 employees 57 on LinkedIn,Full-time · Mid-Senior level,"['Establish, implement and measure the effectiveness of paid advertising initiatives to drive adoption and engagement of the mobile app.', 'Demonstrate ability to work at the planning level (generating bold and innovative ideas for growth via paid and organic medium) and at the tactical level (managing advertising campaign execution, creating and optimising campaigns, analysing traffic data and solving problems)', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Ad ServingAddApp MarketingAddHigh ProficiencyAddKey MetricsAddMarketing AnalyticsAddMobile Application DevelopmentAddMobile ApplicationsAddMobile MarketingAddPerformance MarketingAddProduct MarketingAdd
Senior Associate -Transfer agency,Apex Group Ltd,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","4,615 on LinkedIn",5 applicants,"Financial Services 10,001+ employees 4,615 on LinkedIn",Mid-Senior level,"['DescriptionProfile Overview:Role will include the administration of any services pursuant to AdministrationAgreements in respect of portfolio of Private Equity Funds.Hands-on Fund Setup, Investor Setup, Company Setup, Contacts andcirculation list updates over investor portalShould have expertise and understanding over linking, updating and deletingof investors, contacts, address and bank wire details to the funds overinvestorportalShould have fair understanding of invoices reading and processing paymentsthrough payment platformsNeed to have the basic understanding of Excel and the formulas like V-lookup,H-lookup match, index and IF functions etc.Initiating of Capital Call TransactionsPerforming Mail Merge activity to send Financial Notices / Statements to theInvestors.Performing activities related to Capital Call notices, PCAPsDistribution letters & K1’sEnsure adherence to the Legal and Compliance teams while reviewingthe wireinstructionsWorking Closely with Onshore counterpart on individual Funds assignedMust have handson on any of Investor based applications- like Investran,sunguard, SDX, report wizard, Fund master/Fund Manager, E-front,InvestmentCafé, TNR etc.Maintaining tracker for Capital Call transactionsReviewing and processing of Management / Performance fees and incentivefees.Acting as a primary contact day-to-day contact with clients and other fundparticipants.Investigation of Investors Subscription & redemption documentsMBA, M.Com and B.ComWorking knowledge of Investran, sunguard, SDX, report wizard, Fundmaster/Fund Manager, E-front, Investment Café, TNR highly desirable (orother Private Equity system)Private equity / Real estate fund administration experienceMinimum 5-9 years of experience in Private equity / Real estate fundstatementsExcellent communication skills and expertin English (verbal and written)A good team player who is able to manage individual responsibilities with lesssupervisionSound knowledge of Microsoft Applications (Excel, Word)Self-motivated and diligent individual who is driven to meetdeadline']",CommunicationAddEnglishAddFormulasAddInvestranAddMicrosoft ApplicationsAddMicrosoft ExcelAddPrivate EquityAddSubscriptionsAddTransfer AgencyAddWizardAdd
